"ecoSpeciesID"	"ecoSpecies"	"ecoSpeciesTranslated"	"ecoSpeciesReference"	"ecoSpeciesReferencePage"	"ecoSpeciesReferenceID"	"ecoSpeciesAuthorID"	"ecoSpeciesDate"	"ecoSpeciesBiotype"	"ecoSpeciesAuthor"
20200807170016	"River border Forest of the Evergreen Forest Zone (EN)"		"Voorhoeve (1965)"	"21"	"https://doi.org/10.2307/1217558"	"VoorhoeveAG"	1964-12-31T20:00:00Z	"20200807170321"	"Voorhoeve, Alexander George"
20200807170431	"River border Forest of the Moist Semi-deciduous Forest Zone (EN)"		"Voorhoeve (1965)"	"21"	"https://doi.org/10.2307/1217558"	"VoorhoeveAG"	1964-12-31T20:00:00Z	"20200807170902"	"Voorhoeve, Alexander George"
20200807170815	"West African Saxicolous dwarf forest on granitic outcrop of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"Senterre (2020)"	"62"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-06T21:00:00Z	"20200807175827"	"Senterre, Bruno"
20200807180035	"West African Saxicolous open vegetation on granitic outcrop of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Végétation ouverte ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"Senterre (2020)"	"55"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-06T21:00:00Z	"20200807180813"	"Senterre, Bruno"
20200810092105	"West African inland stream of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Ruisseau ouest africain de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"Senterre (2020)"	"26"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-09T21:00:00Z	"BS61-20191018-1000-97"	"Senterre, Bruno"
20200811150032	"West African inland stream of the Lowland tropical superhumid moist evergreen rainforest zone (EN)"	"Ruisseau ouest africain de la zone des Forêts tropicales superhumides sempervirentes de plaine (FR)"	"Senterre (2020)"	"xx"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-10T21:00:00Z	"20200811152234"	"Senterre, Bruno"
20200811152413	"West African inland stream of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"Ruisseau ouest africain de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"Senterre (2020)"	"27"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-10T21:00:00Z	"20200811153626"	"Senterre, Bruno"
20200811153752	"West African inland stream of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Ruisseau ouest africain de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"Senterre (2020)"	"27"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-10T21:00:00Z	"20200811154226"	"Senterre, Bruno"
20200811154313	"West African inland stream of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Ruisseau ouest africain de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"Senterre (2020)"	"27"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-10T21:00:00Z	"20200811154529"	"Senterre, Bruno"
20200811154615	"West African inland stream of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Ruisseau ouest africain de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"Senterre (2020)"	"27"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-10T21:00:00Z	"20200811154752"	"Senterre, Bruno"
20200811154840	"West African Coastal backshore tidal freshwater lake of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"Lac saumâtre d'arrière-côte, ouest africain, de la zone des Forêts tropicales superhumides sempervirentes de plaine (FR)"	"Senterre (2020)"	"22"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-10T21:00:00Z	"20200811160259"	"Senterre, Bruno"
20200811160206	"West African Saxicolous open vegetation on granitic outcrop of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Prairie ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"Senterre (2020)"	"58"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-10T21:00:00Z	"20200811161854"	"Senterre, Bruno"
20200811161957	"West African Saxicolous dwarf forest on granitic outcrop of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"Senterre (2020)"	"63"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-10T21:00:00Z	"20200811162136"	"Senterre, Bruno"
20200811162221	"West African Saxicolous dwarf forest on granitic outcrop of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"Senterre (2020)"	"63"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-10T21:00:00Z	"BS61-20190927-1043-10"	"Senterre, Bruno"
20200811163031	"West African Saxicolous open vegetation on granitic outcrop of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Prairie ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"Senterre (2020)"	"57"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-10T21:00:00Z	"BS61-20190924-1353-4"	"Senterre, Bruno"
20200811163418	"West African Saxicolous open vegetation on granitic outcrop of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Végétation ouverte ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"Senterre (2020)"	"56"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-10T21:00:00Z	"20200811163826"	"Senterre, Bruno"
20200811163924	"West African Saxicolous dwarf forest on granitic outcrop of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"Senterre (2020)"	"62"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-10T21:00:00Z	"20200811164012"	"Senterre, Bruno"
20200812084232	"Coastal savannah woodlands and grasslands (EN)"		"Siaffa Sambolah (2007)"		"https://www.cepf.net/sites/default/files/face_lake_piso_report_2_.pdf"	"SiaffaSambolahRichard"	2007-02-04T21:00:00Z	"20200812084010"	"Siaffa Sambolah, Richard"
20200812084238	"Highland montane forest (EN)"		"Siaffa Sambolah (2007)"		"https://www.cepf.net/sites/default/files/face_lake_piso_report_2_.pdf"	"SiaffaSambolahRichard"	2007-02-04T21:00:00Z	"20200812084725"	"Siaffa Sambolah, Richard"
20200812084803	"Forêt dense humide de haute montagne / Forêt dense humide de haute altitude (FR)"		"Diabaté (2019)"	"14"		"DiabatéMoussa"	2018-12-31T21:00:00Z	"20200812091358"	"Diabaté, Moussa"
20200812091827	"Forêt dense humide de moyenne altitude (forêt de flanc de montagne ou sub montagnarde) (FR)"		"Diabaté (2019)"	"15"		"DiabatéMoussa"	2018-12-31T21:00:00Z	"20200812092547"	"Diabaté, Moussa"
20200812092751	"Forêt dense humide de basse altitude (FR)"		"Diabaté (2019)"	"15"		"DiabatéMoussa"	2018-12-31T21:00:00Z	"20200812093536"	"Diabaté, Moussa"
20200812093256	"Galerie forestière (FR)"		"Diabaté (2019)"	"16"		"DiabatéMoussa"	2018-12-31T21:00:00Z	"20200812094236"	"Diabaté, Moussa"
20200812094424	"Savane herbeuse sur sol mince (FR)"		"Diabaté (2019)"	"16"		"DiabatéMoussa"	2018-12-31T21:00:00Z	"20200812094744"	"Diabaté, Moussa"
20200812094628	"West African Saxicolous dwarf forest on granitic outcrop of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"Senterre (2020)"	"62"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-11T21:00:00Z	"20200812113021"	"Senterre, Bruno"
20200812113144	"West African Saxicolous open vegetation on granitic outcrop of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Végétation ouverte ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"Senterre (2020)"	"56"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-11T21:00:00Z	"20200812113314"	"Senterre, Bruno"
20200812113400	"West African Saxicolous dwarf forest on granitic outcrop of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"Senterre (2020)"	"62"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-11T21:00:00Z	"20200812114303"	"Senterre, Bruno"
20200812114414	"West African Saxicolous open vegetation on granitic outcrop of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"Végétation ouverte ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"Senterre (2020)"	"56"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-11T21:00:00Z	"20200812114629"	"Senterre, Bruno"
20200812114722	"Granite inselberg (EN)"		"Couch (2019)"	"199"	"ISBN 978-1-5272-4065-0"	"CouchCharlotte"	2019-04-30T21:00:00Z	"20200812153547"	"Couch, Charlotte"
20230109090234	"Seychelles ravine forest of the tropical lowland perhumid life zone (EN)"	"Forêt de ravin de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx01"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109130519	"Seychelles mesic forest of the tropical lowland perhumid life zone (EN)"	"Forêt mésique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx02"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109132805	"Seychelles mesic forest on phosphatic soil of the tropical lowland perhumid life zone (EN)"	"Forêt mésique sur sol phosphatique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx03"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109134232	"Seychelles ravine forest of the tropical submontane perhumid life zone (EN)"	"Forêt de ravin de la zone perhumide tropicale submontagnarde des Seychelles (FR)"		"xx04"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109134446	"Seychelles mesic forest of the tropical submontane perhumid life zone (EN)"	"Forêt mésique de la zone perhumide tropicale submontagnarde des Seychelles (FR)"		"xx05"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109134751	"Seychelles progressive post-fire dwarf forest or woodland of the tropical lowland perhumid life zone (EN)"	"Forêt dense ou claire, progressive après feux, de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx06"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109135134	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lowland perhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx07"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109135843	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical submontane perhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale submontagnarde des Seychelles (FR)"		"xx08"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109140944	"Seychelles ravine forest of the tropical lower montane superhumid life zone (EN)"	"Forêt de ravin de la zone superhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx09"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109141316	"Seychelles ravine forest of the tropical lower montane perhumid life zone (EN)"	"Forêt de ravin de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx10"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109141850	"Seychelles mesic forest of the tropical lower montane superhumid life zone (EN)"	"Forêt mésique de la zone superhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx11"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109142217	"Seychelles mesic forest of the tropical lower montane perhumid life zone (EN)"	"Forêt mésique de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx12"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109142532	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lower montane superhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone superhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx13"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109142828	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lower montane perhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx14"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109143154	"Seychelles open vegetation on hyperskeletal soil (saxicolous) of the tropical lowland perhumid life zone (EN)"	"Végétation ouverte sur sol hypersquelettique (saxicole) de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx15"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109143728	"Seychelles open vegetation on hyperskeletal soil (saxicolous) of the tropical submontane perhumid life zone (EN)"	"Végétation ouverte sur sol hypersquelettique (saxicole) de la zone perhumide tropicale submontagnarde des Seychelles (FR)"		"xx16"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109144220	"Seychelles progressive post-fire shrublands, scrubs & thickets of the tropical lowland perhumid life zone (EN)"	"Fourré progressif, après feux, de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx17"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109144509	"Seychelles open vegetation on hyperskeletal soil (saxicolous) of the tropical lower montane superhumid life zone (EN)"	"Végétation ouverte sur sol hypersquelettique (saxicole) de la zone superhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx18"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109145003	"Seychelles open vegetation on hyperskeletal soil (saxicolous) of the tropical lower montane perhumid life zone (EN)"	"Végétation ouverte sur sol hypersquelettique (saxicole) de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx19"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109145420	"Seychelles pyric grasslands of the tropical lowland perhumid life zone (EN)"	"Végétation herbacée pyrophile de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx20"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109145718	"Seychelles rock outcrop of the tropical lowland perhumid life zone (EN)"	"Affleurement rocheux de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx21"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109150056	"Seychelles rock outcrop of the tropical submontane perhumid life zone (EN)"	"Affleurement rocheux de la zone perhumide tropicale submontagnarde des Seychelles (FR)"		"xx22"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109150738	"Seychelles cliff of the tropical lowland perhumid life zone (EN)"	"Falaise de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx23"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109151030	"Seychelles cliff of the tropical submontane perhumid life zone (EN)"	"Falaise de la zone perhumide tropicale submontagnarde des Seychelles (FR)"		"xx24"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109151440	"Seychelles retrogressive post-fire bare land of the tropical lowland perhumid life zone (EN)"	"Sol nu rétrogressif, après feux, de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx25"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109151756	"Seychelles cities, villages and infrastructures of the tropical lowland and submontane life zones (EN)"	"Villes, vilages et infrastructures de la zone perhumide tropicale de basse altitude et submontagnarde des Seychelles (FR)"		"xx26"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109152202	"Seychelles rock outcrop of the tropical lower montane superhumid life zone (EN)"	"Affleurement rocheux de la zone superhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx27"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109152402	"Seychelles rock outcrop of the tropical lower montane perhumid life zone (EN)"	"Affleurement rocheux de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx28"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109153757	"Seychelles cliff of the tropical lower montane perhumid life zone (EN)"	"Falaise de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx29"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109153956	"Seychelles cities, villages and infrastructures of the tropical montane perhumid life zone (EN)"	"Villes, vilages et infrastructures de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx30"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109154233	"Seychelles inland swamp forest of the tropical lowland perhumid life zone (EN)"	"Forêt marécageuse non-côtière de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx31"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109154458	"Seychelles swamp forest of the tropical submontane perhumid life zone (EN)"	"Forêt marécageuse de la zone perhumide tropicale submontagnarde des Seychelles (FR)"		"xx32"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109154938	"Seychelles swamp forest of the tropical lower montane perhumid life zone (EN)"	"Forêt marécageuse de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx33"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109155158	"Seychelles inland freshwater marsh of the tropical lowland perhumid life zone (EN)"	"Végétation ouverte marécageuse de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx34"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109155422	"Seychelles freshwater marsh of the tropical submontane perhumid life zone (EN)"	"Végétation ouverte marécageuse de la zone perhumide tropicale submontagnarde des Seychelles (FR)"		"xx35"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109160019	"Seychelles freshwater marsh of the tropical lower montane perhumid life zone (EN)"	"Végétation ouverte marécageuse de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx36"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109160307	"Seychelles inland permanent stream of the tropical lowland perhumd life zone (EN)"	"Ruisseau permanent, non-côtier, de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx37"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109160635	"Seychelles permanent stream of the tropical submontane perhumid life zone (EN)"	"Ruisseau permanent de la zone perhumide tropicale submontagnarde des Seychelles (FR)"		"xx38"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109160925	"Seychelles inland waterfall of the tropical lowland perhumid life zone (EN)"	"Cascade non-côtière de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx39"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109161047	"Seychelles waterfall of the tropical submontane perhumid life zone (EN)"	"Cascade de la zone perhumide tropicale submontagnarde des Seychelles (FR)"		"xx40"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109161606	"Seychelles permanent stream of the tropical lower montane perhumid life zone (EN)"	"Ruisseau permanent de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx41"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109161912	"Seychelles waterfall of the tropical lower montane perhumid life zone (EN)"	"Cascade de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"		"xx42"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109162125	"Seychelles inland pool of the tropical lowland perhumid life zone (EN)"	"Etang non-côtier de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx43"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109162437	"Seychelles pool of the tropical submontane perhumid life zone (EN)"	"Etang de la zone perhumide tropicale submontagnarde des Seychelles (FR)"		"xx44"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109162812	"Seychelles inland reservoir of the tropical lowland and submontane perhumid life zones (EN)"	"Réservoir d'eau non-côtier de la zone perhumide tropicale de basse altitude et submontagnard des Seychelles (FR)"		"xx45"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109163108	"Seychelles tidal esturarine river of the tropical lowland perhumid life zone (EN)"	"Rivière estuarienne d'eau salée de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx46"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109163448	"Seychelles tidal freshwater stream of the tropical lowland perhumid life zone (EN)"	"Ruisseau estuarien saumâtre de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx47"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109164106	"Seychelles permanently open bays (at back of reclaimed islands) of the tropical lowland perhumid life zone (EN)"	"Baie ouverte (à l'intérieur des îles artificielles) de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx48"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109164558	"Seychelles tidal estuarine pool of the tropical lowland perhumid life zone (EN)"	"Etang d'eau salée estuarien de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx49"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109165004	"Seychelles tidal freshwater and backshore coastal brackish pool of the tropical lowland perhumid life zone (EN)"	"Etang saumâtre estuarien et d'arrière-côte de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx50"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109165249	"Seychelles tidal freshwater and backshore coastal brackish swamp forest of the tropical lowland perhumid life zone (EN)"	"Forêt marécageuse saumâtre estuarienne et d'arrière-côte de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx51"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109165826	"Seychelles tidal freshwater mangrove of the tropical lowland perhumid life zone (EN)"	"Mangrove saumâtre estuarienne de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx52"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109170245	"Seychelles tidal estuarine mangrove of the tropical lowland perhumid life zone (EN)"	"Mangrove euhaline estuarienne de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx53"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109170642	"Seychelles tidal freshwater marsh of the tropical lowland perhumid life zone (EN)"	"Végétation ouverte marécageuse euhaline estuarienne de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx54"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109170934	"Seychelles coastal backshore beach forest of the tropical lowland perhumid life zone (EN)"	"Forêt côtière d'arrière-plage de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx55"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109171313	"Seychelles coastal forest on granitic slopes of the tropical lowland perhumid life zone (EN)"	"Forêt côtière sur pente granitique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx56"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109171641	"Seychelles backshore coastal plateau mesic forest on alluvial soil of the tropical lowland perhumid life zone (EN)"	"Forêt côtière sur plateau alluvial de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx57"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
