"kbaName"	"taxonID"	"scientificName"	"nKBA"	"n"	"ratio"	"vernacularName"	"species_short"	"establishmentMeansNat"	"threatStatusNat"	"threatStatusGlobal"	"isTrigger"
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"5fc4df62-db83-4bff-b2cb-d3a0ce59c8ef"	"Mapania floribunda (Nees ex Steud.) T.Koyama"	10	194	5.2	""	"Mapania floribunda "	"nativeEndemic"	"LC"	"LC"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"60f24ddf-8d21-4420-9083-43b1e80282dd"	"Anacardium occidentale L."	3	104	2.9						""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"63cc92dc-7cb4-496b-8193-580283bcb002"	"Polyscias crassa (Hemsl.) Lowry & G.M.Plunkett"	4	123	3.3	"Bois banane, Bwa bannann, Bwabannann"	"Polyscias crassa "	"nativeEndemic"	"VU"	"VU"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"63deb31e-9268-4827-8981-65cc907e0240"	"Deckenia nobilis H.Wendl. ex Seem."	23	465	4.9	"Chou palmiste, Millionaires salad, Palmis, Palmiste"	"Deckenia nobilis "	"nativeEndemicPaleo"	"VU"	"VU"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"64acbfff-3f68-4da0-8e61-a36166129c7c"	"Didymoglossum cuspidatum (Willd.) Ebihara & Dubuisson"	6	130	4.6	""	"Didymoglossum cuspidatum "	"native"	""	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"6536e1ca-a70a-4d58-baa2-5a5c09bc176c"	"Nephrolepis acutifolia (Desv.) H.Christ"	2	33	6.1	""	"Nephrolepis acutifolia "	"native"	"NT"	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"66f87a2d-97c1-4821-81c2-f5324f77fcb6"	"Pyrrosia lanceolata (L.) Farw."	2	30	6.7	""	"Pyrrosia lanceolata "	"native"	""	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"6dac5c19-f231-4dac-b1df-6b141dd4c148"	"Martellidendron hornei (Balf.f.) Callm. & Chassot"	3	133	2.3	"Horne's pandanus, Horn's Vacoa, Vacoa parasol, Vakwa parasol"	"Martellidendron hornei "	"nativeEndemicPaleo"	"VU"	"VU"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"70277ec4-441f-458b-89e0-8d633a989845"	"Haplopteris ensiformis (Sw.) E.H.Crane"	5	93	5.4	""	"Haplopteris ensiformis "	"native"	""	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"71168945-afaa-4cce-96cc-6a422d26c557"	"Euphorbia pyrifolia Lam."	3	116	2.6	"Bois de lait, Bwa dile, Bwadile, Fangame, Faudamon, Tanghin, Tanghin rouge, Tonga"	"Euphorbia pyrifolia "	"native"	""	"LC"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"71432f59-6a65-4da7-9549-4e8db5da6f7d"	"Erythroxylum sechellarum O.E.Schulz"	11	216	5.1	"Bois de ronde, Café marron petite feuille, Kafe maron pti fey"	"Erythroxylum sechellarum "	"nativeEndemic"	"LC"	"LC"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"7269e87f-98b3-47d6-b5ff-16c827710e23"	"Angraecum eburneum Bory subsp. eburneum"	2	8	25	"Fler payanke, Orkid payanke, Tropic bird orchid"	"Angraecum eburneum subsp. eburneum"	"native"	""	""	" B4"
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"73ebf2cc-1bb8-4ad0-9cc3-d1163d0a0479"	"Flagellaria indica L."	5	88	5.7	"Rattan, Zoli vav, Zolivav"	"Flagellaria indica "	"native"	""	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"740fb00a-1f43-4dce-8d9b-0177c8f80c0d"	"Scleria sumatrensis Retz."	4	29	13.8	"Herbe coupant, Lerb koupan"	"Scleria sumatrensis "	"native"	""	"LC"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"79d24f29-d2f3-4e94-a2e4-94603306d775"	"Terminalia catappa L."	8	163	4.9	"Badamier, Bodanmyen, Indian almond, Indian Almond tree"	"Terminalia catappa "	"native"	"LC"	"LC"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"7a2f1cef-4045-4acd-8734-3d86bc976955"	"Dracaena floribunda Baker"	13	472	2.8	"Bois de chandelle à grandes feuilles, Bwa sandel gran fey"	"Dracaena floribunda "	"native"	""	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"7d8573d2-fbf5-4ef8-abc0-ffd35792a1f6"	"Vanilla phalaenopsis Rchb.f. ex Van Houtte"	4	124	3.2	"Lavannir maron, Vanille sauvage"	"Vanilla phalaenopsis "	"nativeEndemic"	"LC"	"LC"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"7edcfab9-3099-4912-a2d4-595d97e6c20e"	"Cinnamomum verum J.Presl"	15	3131	0.5						""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"80700a34-8a58-486a-bb11-60c4b2de6aba"	"Dillenia ferruginea (Baill.) Gilg"	14	277	5.1	"Bois rouge, Bwa rouz, Bwarouz"	"Dillenia ferruginea "	"nativeEndemic"	"NT"	"NT"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"824b7536-0ade-4d96-8bfb-a503a51d09b7"	"Phymatosorus scolopendria (Burm.f) Pic.Serm."	7	352	2	"Kapiler"	"Phymatosorus scolopendria "	"native"	""	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"855f0152-747e-48f3-9f16-a2bc48d36c47"	"Davallia denticulata (Burm.f.) Mett. ex Kuhn"	6	123	4.9	""	"Davallia denticulata "	"native"	""	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"86288d0b-0a57-46d2-94cd-6c122eaef2e8"	"Intsia bijuga (Colebr.) Kuntze"	7	114	6.1	"Bwa gayak, Gayac, Gayak, Moluccan Ironwood"	"Intsia bijuga "	"native"	"VU"	"NT"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"864aff38-c0bf-4bb8-85ba-703027e456c6"	"Memecylon caeruleum Jack"	3	38	7.9						""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"869c1b21-ff41-471f-b48b-b6d95df337b1"	"Dodonaea viscosa (L.) Jacq."	2	44	4.5	"Bois de reinette, Bwa renet, Bwadrenet, Bwa-d-renet"	"Dodonaea viscosa "	"native"	"LC"	"LC"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"875a6ba9-8681-4462-8acd-ec9fd5b54b32"	"Nesolindsaea kirkii (Hook. ex Baker) Lehtonen & Christenh."	3	163	1.8	""	"Nesolindsaea kirkii "	"nativeEndemic"	"LC"	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"883f7d83-75d9-4acf-936d-2f115a67fea4"	"Vanilla planifolia Jacks. ex Andrews"	8	129	6.2						""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"898a7baa-bfcd-473d-94b3-a59a34c96944"	"Hypoxidia rhizophylla (Baker) F.Friedmann"	10	183	5.5	"Petit coco marron, Pti koko maron"	"Hypoxidia rhizophylla "	"nativeEndemic"	"VU"	"VU"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"8b1833f1-dc1c-4a4b-aa11-d1cdd705a526"	"Bolbitis bipinnatifida (Mett. in Kuhn) Ching"	2	162	1.2	""	"Bolbitis bipinnatifida "	"nativeEndemic"	"LC"	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"8e84ebd1-c9de-490c-9016-b2b3d14d73be"	"Malaxis seychellarum (Kraenzl.) Summerh."	1	85	1.2	"Orkid zepible"	"Malaxis seychellarum "	"nativeEndemic"	"EN"	"VU"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"903595f7-93c1-4b4b-a523-69d4caf29cfb"	"Timonius sechellensis Summerh."	1	181	0.6	"Bois cassant, Bois cassant de montagne, Bois cassant grand bois, Bwa kasan-d-montanny, Bwakasandmontanny"	"Timonius sechellensis "	"nativeEndemic"	"VU"	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"946dd0b6-4187-4459-8cbe-a7f25a2f0853"	"Disperis tripetaloides (Thouars) Lindl."	1	24	4.2	""	"Disperis tripetaloides "	"native"	"VU"	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"9533b55b-9a41-49c1-bbba-c54145545d33"	"Casuarina equisetifolia L."	4	120	3.3	"Cèdre, Filao, Pin, Sed, Whistling pine"	"Casuarina equisetifolia "	"native"	""	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"9769e167-1ff6-45ec-977b-6e82572d9417"	"Aphloia theiformis (Vahl) Benn. subsp. seychellensis (Clos) unpublished"	5	187	2.7	"Bois mare petite feuille, Bois merle, Bois vilain, Bwa merl, Bwamerl"	"Aphloia theiformis subsp. seychellensis"	"nativeEndemic"	"LC"	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"98d2715f-fdc5-40c5-b93f-5f704de77a1f"	"Allophylus sechellensis Summerh."	1	27	3.7	"Bois cafoul trois feuilles, Bwa kafoul trwa fey, Bwakafoul trwa fey"	"Allophylus sechellensis "	"nativeEndemic"	"VU"	"VU"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"9983f64e-b226-4575-8e6b-078218e1f862"	"Ficus bojeri Baker"	2	57	3.5	"Lafous, Lafous dive"	"Ficus bojeri "	"nativeEndemic"	"VU"	"VU"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"9ea6d465-9216-490a-9b8f-e81c82f7e4fa"	"Psilotum nudum (L.) P.Beauv."	3	119	2.5	"Pti sed"	"Psilotum nudum "	"native"	""	"LC"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"9f904c38-fb18-4a7d-a04c-9db8461aa22b"	"Scaevola taccada (Gaertn.) Roxb."	1	65	1.5	"Bois manioc, Veloutier manioc, Vouloutye"	"Scaevola taccada "	"native"	""	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"a8df0669-0a78-4ef6-b03e-9a0f0c3806c7"	"Brexia microcarpa Tul."	2	32	6.2	"Bois cateau, Bwa kato, Bwakato"	"Brexia microcarpa "	"nativeEndemic"	"CR"	""	" A2an"
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"a95a8f5e-b4e0-4954-a342-c4081d31a073"	"Calophyllum inophyllum L."	12	448	2.7	"Alexandrian laurel, Takamaka"	"Calophyllum inophyllum "	"native"	"LC"	"LC"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"aab0bc6e-defd-4417-8e16-24a0542b20b5"	"Asystasia gangetica (L.) T.Anderson subsp. micrantha (Nees) Ensermu"	1	77	1.3	"Coromandel grass, Herbe mange tout, Lerb manztou, Mange tout, Manztou"	"Asystasia gangetica subsp. micrantha"	"native"	""	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"b2ad3b27-9789-4e24-b280-eb80153a8c62"	"Selaginella sechellarum Baker"	4	57	7	"Lapat lezar"	"Selaginella sechellarum "	"nativeEndemic"	"LC"	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"b3d1f2df-9769-441a-95fb-73c7b233b08e"	"Phoenicophorium borsigianum (K.Koch.) Stuntz"	21	1467	1.4	"Latanier feuille, Latannyen fey, Thief palm"	"Phoenicophorium borsigianum "	"nativeEndemicPaleo"	"LC"	"LC"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"b6333164-6a4b-4768-b31e-ecbd510d227c"	"Nephrolepis biserrata (Sw.) Schott"	6	333	1.8	"Fougère Tabac, Fouzer taba, Giant swordfern"	"Nephrolepis biserrata "	"native"	""	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"b9879d32-d81c-4aa6-930a-cb11a9a9528a"	"Lodoicea maldivica (J.F.Gmel.) Pers."	11	86	12.8	"Coco de mer, Double coconut, Kokodmer, Koko-d-mer"	"Lodoicea maldivica "	"nativeEndemicPaleo"	"EN"	"EN"	"A2a A2an"
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"bbd2db11-f1dd-4a3d-83ea-c77168d9826b"	"Psychotria pervillei Baker"	8	218	3.7	"Bois couleuvre, Bwa koulev, Bwakoulev"	"Psychotria pervillei "	"nativeEndemic"	"VU"	"VU"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"bcfbd70e-c304-4c69-9d74-d4c548efb86e"	"Planchonella obovata (R.Br.) Pierre"	14	142	9.9	"Bois de fer, Bois mon pere, Bois mon père, Bois mozambique, Bwa mon per, Bwa Mozambik, Bwamonper, Lucuma"	"Planchonella obovata "	"native"	""	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"bda8707e-8c50-4b36-9ccf-ab9b9ba2fe73"	"Xyroschoenus hornei (C.B. Clarke) Larridon"	5	107	4.7	"Herbe rasoir, Lerb razwar, L'herbe rasoir"	"Xyroschoenus hornei "	"nativeEndemicPaleo"	"LC"	"LC"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"bed42a71-6474-4a71-bee9-11244e087516"	"Psidium cattleianum Sabine"	1	293	0.3						""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"bfe14ebb-e017-444b-9a2d-6bcbff77c14e"	"Noronhia emarginata (Lam.) Poir."	1	4	25						" B4"
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"c2ba9690-ec42-4148-8264-da57705c4cd6"	"Craterispermum praslinense Padayachy & Senterre"	6	28	21.4	"Bois doux Praslin, Bwa dou pralen, Bwadou"	"Craterispermum praslinense "	"nativeEndemic"	"CR"	""	" A2an B4"
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"c586e1a0-e01c-45cd-8079-8c03c2a2c344"	"Acacia mangium Willd."	1	8	12.5						""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"c6e2ac26-75a0-4404-a7c9-10ac9160a147"	"Adenanthera pavonina L."	16	775	2.1	"Agati, Bead tree, Coralwood, Lagati, Red sandalwood"	"Adenanthera pavonina "	"native"	""	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"ca8ddce8-a7a7-47a0-b84c-095368fc83f3"	"Seychellaria thomassetii Hemsl."	4	31	12.9	"Lafisel mov"	"Seychellaria thomassetii "	"nativeEndemic"	"VU"	"VU"	"A2b A2bn"
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"cae175a1-eba5-440d-be7d-bde95d4b290d"	"Clerodendrum speciosissimum Van Geert ex C.Morren"	2	48	4.2						""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"cbc4d7cb-2d6a-4761-9ca1-a524dd58a5ff"	"Ludia mauritiana J.F.Gmel. var. sechellensis F.Friedmann"	12	162	7.4	"Prin maron, Prunier marron, Pti prin, Pti prin maron"	"Ludia mauritiana var. sechellensis"	"nativeEndemic"	"VU"	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"cf6ee6c4-afb4-4d37-80df-16aa39c5d30f"	"Oeoniella aphrodite (Balf. & S.Moore) Schltr."	6	22	27.3	"Orkid pti fler payanke"	"Oeoniella aphrodite "	"native"	""	""	" B4"
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"d1bf495c-f736-4179-8b62-7f8c3b36a76c"	"Swietenia macrophylla King"	1	21	4.8						""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"d3747abc-61e3-41f7-872a-99909138eaaa"	"Northia seychellana Hook.f."	12	900	1.3	"Capucin, Kapisen"	"Northia seychellana "	"nativeEndemicPaleo"	"VU"	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"d55016d0-fda2-4d9e-a8af-cec9fbcf0243"	"Falcataria moluccana (Miq.) Barneby & J.W.Grimes"	1	227	0.4						""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"d9ceaa24-02d6-4fc0-92d9-e1a57ef1e630"	"Pteris quadriaurita Retz."	2	18	11.1						""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"e0741670-6d7d-4e48-ab7b-8e4a4ce955ee"	"Cynorkis fastigiata Thouars"	9	85	10.6	"Orkid levantay"	"Cynorkis fastigiata "	"native"	"NT"	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"e51cedb2-44c1-486b-b7be-4d99e265a3a1"	"Angraecum eburneum Bory subsp. superbum (Thouars) H.Perrier"	2	57	3.5	"Orkid payanke, Paille-en-queue, Tropic bird orchid"	"Angraecum eburneum subsp. superbum"	"native"	"NT"	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"e5634eb9-7bcf-46b6-b885-12c4a985872f"	"Hevea brasiliensis (Willd. ex A.Juss.) Müll.Arg."	1	375	0.3						""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"e595b5d6-ad8a-437e-8bde-6f4607590859"	"Tarenna sechellensis (Baker) Summerh."	5	171	2.9	"Bois dur bleu, Bwa dir ble, Bwadir ble"	"Tarenna sechellensis "	"native"	"VU"	"VU"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"e63e4a71-2203-4d5e-9da4-9a0d3ee4b4aa"	"Premna serratifolia L."	4	154	2.6	"Bois siro, Bois sirop, Bois sureau, Bwa siro, Bwasiro"	"Premna serratifolia "	"native"	""	"LC"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"eb32fe29-fba0-41cf-a5b1-06bf6cc8bc8f"	"Pandanus multispicatus Balf.f."	5	140	3.6	"Vacoa de montagne, Vacoa millepatte, Vakwa montanny, Vakwa-d-montanny"	"Pandanus multispicatus "	"nativeEndemic"	"NT"	"NT"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"eda0b170-666b-4e47-8ebc-8c36d6121270"	"Nephrosperma vanhoutteana Balf.f."	22	1339	1.6	"Latanier millepatte, Latannyen milpat"	"Nephrosperma vanhoutteana "	"nativeEndemicPaleo"	"LC"	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"efca0a19-1c83-4611-8c27-c9a264bf40fe"	"Cocos nucifera L."	4	298	1.3	"Coconut palm, Coconut tree, Cocotier, Koko, Kokotye, Pye koko"	"Cocos nucifera "	"native"	""	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"f4fae087-de04-4584-b851-75212adc6f79"	"Wielandia elegans Baill."	4	52	7.7	"Bois fourmi, Bwa fourmi, Bwafourmi"	"Wielandia elegans "	"native"	"NT"	"LC"	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"f629e135-b9e6-4eaf-99bd-457478bf688f"	"Oeceoclades pulchra (Thouars) P.J.Cribb & M.A.Clem."	4	16	25	"Orkid gran fey"	"Oeceoclades pulchra "	"native"	"EN"	""	" A2an B4"
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"f63dc429-1ef3-46d3-b91b-b99c792f4dee"	"Diospyros boiviniana (Baill.) G.E.Schatz & Lowry"	4	156	2.6	"Bois sagaye, Bwa sagay, Bwasagay"	"Diospyros boiviniana "	"nativeEndemic"	"NT"	""	""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"f9950ecf-ce70-4493-aa57-5c8c1360ff2f"	"Chrysobalanus icaco L. subsp. atacorensis (A.Chev.) F.White"	17	333	5.1						""
"Fond Azore-Fond Ferdinand proposed Ecological Reserve"	"ff925559-56d9-49ea-bc88-fe644a7cc963"	"Haematoxylum campechianum L."	1	3	33.3						" B4"
"Fond Diable-Anse Volbert plateau"	"19442c44-d71f-4793-8fce-78036ec847f0"	"Phyllanthus pervilleanus (Baill.) Müll.Arg."	1	32	3.1	"Bois castique, Kastik, Kirganellie"	"Phyllanthus pervilleanus "	"native"	""	"LC"	""
"Fond Diable-Anse Volbert plateau"	"1a8ed0fb-d745-47bb-9559-6edc2850aa22"	"Syzygium wrightii (Baker) A.J.Scott"	1	134	0.7	"Bois de pomme, Bwa ponm, Bwa-d-ponm, Bwaponm"	"Syzygium wrightii "	"nativeEndemic"	"VU"	"VU"	""
"Fond Diable-Anse Volbert plateau"	"2d19c836-bae7-4ae0-bb5c-411479dec55e"	"Tabebuia heterophylla (DC.) Britton"	1	592	0.2						""
"Fond Diable-Anse Volbert plateau"	"2d65f7b9-f0eb-4e82-9219-7dc1dd345041"	"Memecylon elaeagni Blume"	1	448	0.2	"Bois calou, Bwa kalou, Bwakalou"	"Memecylon elaeagni "	"nativeEndemic"	"LC"	"LC"	""
"Fond Diable-Anse Volbert plateau"	"353ee4bd-3925-479e-9a56-46484976f338"	"Pyrostria bibracteata (Baker) Cavaco"	1	405	0.2	"Bois dur rouge, Bwa dir, Bwa dir rouz, Bwadir rouz"	"Pyrostria bibracteata "	"native"	""	"LC"	""
"Fond Diable-Anse Volbert plateau"	"3bcb57fb-29b1-4340-bd3a-f42e93bd2245"	"Alstonia macrophylla Wall. ex G.Don"	1	271	0.4						""
"Fond Diable-Anse Volbert plateau"	"48299fb5-cb38-4481-9583-49b6ff99c6dc"	"Paragenipa wrightii (Baker) F.Friedmann"	1	406	0.2	"Café marron grande feuille, Kafe maron gran fey"	"Paragenipa wrightii "	"nativeEndemic"	"LC"	""	""
"Fond Diable-Anse Volbert plateau"	"5b6dbda1-d095-420b-9618-086a5f68dd78"	"Allophylus pervillei Blume"	1	204	0.5	"Bois cafoul, Bois maris, Bwa kafoul, Bwakafoul"	"Allophylus pervillei "	"native"	""	""	""
"Fond Diable-Anse Volbert plateau"	"60f24ddf-8d21-4420-9083-43b1e80282dd"	"Anacardium occidentale L."	1	104	1						""
"Fond Diable-Anse Volbert plateau"	"63deb31e-9268-4827-8981-65cc907e0240"	"Deckenia nobilis H.Wendl. ex Seem."	1	465	0.2	"Chou palmiste, Millionaires salad, Palmis, Palmiste"	"Deckenia nobilis "	"nativeEndemicPaleo"	"VU"	"VU"	""
"Fond Diable-Anse Volbert plateau"	"71168945-afaa-4cce-96cc-6a422d26c557"	"Euphorbia pyrifolia Lam."	1	116	0.9	"Bois de lait, Bwa dile, Bwadile, Fangame, Faudamon, Tanghin, Tanghin rouge, Tonga"	"Euphorbia pyrifolia "	"native"	""	"LC"	""
"Fond Diable-Anse Volbert plateau"	"71432f59-6a65-4da7-9549-4e8db5da6f7d"	"Erythroxylum sechellarum O.E.Schulz"	1	216	0.5	"Bois de ronde, Café marron petite feuille, Kafe maron pti fey"	"Erythroxylum sechellarum "	"nativeEndemic"	"LC"	"LC"	""
"Fond Diable-Anse Volbert plateau"	"73ebf2cc-1bb8-4ad0-9cc3-d1163d0a0479"	"Flagellaria indica L."	1	88	1.1	"Rattan, Zoli vav, Zolivav"	"Flagellaria indica "	"native"	""	""	""
"Fond Diable-Anse Volbert plateau"	"740fb00a-1f43-4dce-8d9b-0177c8f80c0d"	"Scleria sumatrensis Retz."	1	29	3.4	"Herbe coupant, Lerb koupan"	"Scleria sumatrensis "	"native"	""	"LC"	""
"Fond Diable-Anse Volbert plateau"	"7a2f1cef-4045-4acd-8734-3d86bc976955"	"Dracaena floribunda Baker"	1	472	0.2	"Bois de chandelle à grandes feuilles, Bwa sandel gran fey"	"Dracaena floribunda "	"native"	""	""	""
"Fond Diable-Anse Volbert plateau"	"7d8573d2-fbf5-4ef8-abc0-ffd35792a1f6"	"Vanilla phalaenopsis Rchb.f. ex Van Houtte"	1	124	0.8	"Lavannir maron, Vanille sauvage"	"Vanilla phalaenopsis "	"nativeEndemic"	"LC"	"LC"	""
"Fond Diable-Anse Volbert plateau"	"7edcfab9-3099-4912-a2d4-595d97e6c20e"	"Cinnamomum verum J.Presl"	1	3131	0						""
"Fond Diable-Anse Volbert plateau"	"80700a34-8a58-486a-bb11-60c4b2de6aba"	"Dillenia ferruginea (Baill.) Gilg"	1	277	0.4	"Bois rouge, Bwa rouz, Bwarouz"	"Dillenia ferruginea "	"nativeEndemic"	"NT"	"NT"	""
"Fond Diable-Anse Volbert plateau"	"86288d0b-0a57-46d2-94cd-6c122eaef2e8"	"Intsia bijuga (Colebr.) Kuntze"	1	114	0.9	"Bwa gayak, Gayac, Gayak, Moluccan Ironwood"	"Intsia bijuga "	"native"	"VU"	"NT"	""
"Fond Diable-Anse Volbert plateau"	"869c1b21-ff41-471f-b48b-b6d95df337b1"	"Dodonaea viscosa (L.) Jacq."	2	44	4.5	"Bois de reinette, Bwa renet, Bwadrenet, Bwa-d-renet"	"Dodonaea viscosa "	"native"	"LC"	"LC"	""
"Fond Diable-Anse Volbert plateau"	"898a7baa-bfcd-473d-94b3-a59a34c96944"	"Hypoxidia rhizophylla (Baker) F.Friedmann"	1	183	0.5	"Petit coco marron, Pti koko maron"	"Hypoxidia rhizophylla "	"nativeEndemic"	"VU"	"VU"	""
"Fond Diable-Anse Volbert plateau"	"8fc4582c-ec45-450a-a582-55f2318cd4b7"	"Psidium guajava L."	1	12	8.3						""
"Fond Diable-Anse Volbert plateau"	"9533b55b-9a41-49c1-bbba-c54145545d33"	"Casuarina equisetifolia L."	1	120	0.8	"Cèdre, Filao, Pin, Sed, Whistling pine"	"Casuarina equisetifolia "	"native"	""	""	""
"Fond Diable-Anse Volbert plateau"	"9f904c38-fb18-4a7d-a04c-9db8461aa22b"	"Scaevola taccada (Gaertn.) Roxb."	1	65	1.5	"Bois manioc, Veloutier manioc, Vouloutye"	"Scaevola taccada "	"native"	""	""	""
"Fond Diable-Anse Volbert plateau"	"a169b2c7-d8d3-4f61-ba66-255ec0c66e28"	"Hyparrhenia rufa (Nees) Stapf"	1	6	16.7	""	"Hyparrhenia rufa "	"native"	""	""	""
"Fond Diable-Anse Volbert plateau"	"a95a8f5e-b4e0-4954-a342-c4081d31a073"	"Calophyllum inophyllum L."	1	448	0.2	"Alexandrian laurel, Takamaka"	"Calophyllum inophyllum "	"native"	"LC"	"LC"	""
"Fond Diable-Anse Volbert plateau"	"b3d1f2df-9769-441a-95fb-73c7b233b08e"	"Phoenicophorium borsigianum (K.Koch.) Stuntz"	1	1467	0.1	"Latanier feuille, Latannyen fey, Thief palm"	"Phoenicophorium borsigianum "	"nativeEndemicPaleo"	"LC"	"LC"	""
"Fond Diable-Anse Volbert plateau"	"bbd2db11-f1dd-4a3d-83ea-c77168d9826b"	"Psychotria pervillei Baker"	1	218	0.5	"Bois couleuvre, Bwa koulev, Bwakoulev"	"Psychotria pervillei "	"nativeEndemic"	"VU"	"VU"	""
"Fond Diable-Anse Volbert plateau"	"bcfbd70e-c304-4c69-9d74-d4c548efb86e"	"Planchonella obovata (R.Br.) Pierre"	3	142	2.1	"Bois de fer, Bois mon pere, Bois mon père, Bois mozambique, Bwa mon per, Bwa Mozambik, Bwamonper, Lucuma"	"Planchonella obovata "	"native"	""	""	""
"Fond Diable-Anse Volbert plateau"	"bda8707e-8c50-4b36-9ccf-ab9b9ba2fe73"	"Xyroschoenus hornei (C.B. Clarke) Larridon"	1	107	0.9	"Herbe rasoir, Lerb razwar, L'herbe rasoir"	"Xyroschoenus hornei "	"nativeEndemicPaleo"	"LC"	"LC"	""
"Fond Diable-Anse Volbert plateau"	"bdb3549d-fceb-4cee-a3d6-87628dc18757"	"Secamone schimperiana (Hemsl.) Klack."	2	21	9.5	"Lalyann dile"	"Secamone schimperiana "	"nativeEndemic"	"EN"	"EN"	"A2a A2an"
"Fond Diable-Anse Volbert plateau"	"c6e2ac26-75a0-4404-a7c9-10ac9160a147"	"Adenanthera pavonina L."	1	775	0.1	"Agati, Bead tree, Coralwood, Lagati, Red sandalwood"	"Adenanthera pavonina "	"native"	""	""	""
