"ecoSpeciesID"	"ecoSpecies"	"ecoSpeciesTranslated"	"ecoSpeciesReference"	"ecoSpeciesReferencePage"	"ecoSpeciesReferenceID"	"ecoSpeciesDate"	"ecoSpeciesBiotype"	"ecoSpeciesAuthor"	"ecoSpeciesEN"	"ecoSpeciesFR"	"ecoSpeciesENFR"	"synof_ecoSpeciesID"	"synof_ecoSpecies"	"synof_ecoSpeciesBiotype"	"nomenclaturalStatus"	"IUCNL3ID"	"IUCNL3"	"BIOL4ID"	"BIOL4"	"BIOL4Ordering"	"lifeZone"	"ecoOrder"	"ecoFamily"	"ecoGenus"	"ecoGenusOrdering"	"RLEStatus"
"20200506121324"	"Lowland Guinea savanna (EN)"	""	"Astron (2019)"	"15"	""	2018-12-31	"Astron-20190101-0230-15"	"Astron"	"Lowland Guinea savanna (EN)"	""	"Lowland Guinea savanna (EN)"	"20200506115615"	"Savane africaine pyrophile disclimacique de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1606-26h"	"bb-Heterotypic names"	"T4.2"	"T4.2 Pyric tussock savannas"	"BIO-T5.1.4"	"T5.1.4 Tropical-subtropical lowland and submontane arid pyric savannas and grasslands"	65	"Tropical lowland humid"	"Inland (non-coastal) upland"	"Mesic"	"Pyrophilic disclimax herb-savannah on mesic landform"		""
"20200506121127"	"Lowland savanna (EN)"	"Savane de basses terres (FR)"	"Golder (2013)"	"15"	""	2012-12-31	"Golder-20130101-1722-15"	"Golder"	"Lowland savanna (EN)"	"Savane de basses terres (FR)"	"Lowland savanna (EN)"	"20200506115615"	"Savane africaine pyrophile disclimacique de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1606-26h"	"bb-Heterotypic names"	"T4.2"	"T4.2 Pyric tussock savannas"	"BIO-T5.1.4"	"T5.1.4 Tropical-subtropical lowland and submontane arid pyric savannas and grasslands"	65	"Tropical lowland humid"	"Inland (non-coastal) upland"	"Mesic"	"Pyrophilic disclimax herb-savannah on mesic landform"		""
"20200506123210"	"Savane africaine pyrophile disclimacique de la zone des Forêts tropicales montagnardes (FR)"	"African Pyrophilic disclimax savanna of the Montane tropical rainforest zone (EN)"	"Senterre et al. (2019)"	"59"	"https://doi.org/10.13140/RG.2.2.13242.93129"	2019-12-30	"BS61-20191001-1607-26i"	"Senterre, Bruno"	"African Pyrophilic disclimax savanna of the Montane tropical rainforest zone (EN)"	"Savane africaine pyrophile disclimacique de la zone des Forêts tropicales montagnardes (FR)"	"African Pyrophilic disclimax savanna of the Montane tropical rainforest zone (EN)"	"20200506123210"	"Savane africaine pyrophile disclimacique de la zone des Forêts tropicales montagnardes (FR)"	"BS61-20191001-1607-26i"	"aa-Active Valid"	"T4.2"	"T4.2 Pyric tussock savannas"	"BIO-T6.1.3"	"T6.1.3 Tropical-subtropical montane arid dynamic (progressive/retrogressive/disclimax) savannas and grasslands"	71	"Tropical lower montane humid"	"Inland (non-coastal) upland"	"Mesic"	"Pyrophilic disclimax herb-savannah on mesic landform"		""
"20200506123409"	"Eriosemeto-Loudetietum Kagerensis (prairie montagnarde) (FR)"	""	"Schnell (1952)"	"397"	"www.jstor.org/stable/20034533"	1951-12-31	"Schnell-19520101-2005-397"	"Schnell, Raymond"	""	"Eriosemeto-Loudetietum Kagerensis (prairie montagnarde) (FR)"	"Eriosemeto-Loudetietum Kagerensis (prairie montagnarde) (FR)"	"20200506123210"	"Savane africaine pyrophile disclimacique de la zone des Forêts tropicales montagnardes (FR)"	"BS61-20191001-1607-26i"	"bb-Heterotypic names"	"T4.2"	"T4.2 Pyric tussock savannas"	"BIO-T6.1.3"	"T6.1.3 Tropical-subtropical montane arid dynamic (progressive/retrogressive/disclimax) savannas and grasslands"	71	"Tropical lower montane humid"	"Inland (non-coastal) upland"	"Mesic"	"Pyrophilic disclimax herb-savannah on mesic landform"		""
"20200506121516"	"Savane africaine pyrophile disclimacique de la zone des Forêts tropicales submontagnardes (FR)"	"African Pyrophilic disclimax savanna of the Submontane tropical rainforest zone (EN)"	"Senterre et al. (2019)"	"59"	"https://doi.org/10.13140/RG.2.2.13242.93129"	2019-12-30	"BS61-20191001-0825-13"	"Senterre, Bruno"	"African Pyrophilic disclimax savanna of the Submontane tropical rainforest zone (EN)"	"Savane africaine pyrophile disclimacique de la zone des Forêts tropicales submontagnardes (FR)"	"African Pyrophilic disclimax savanna of the Submontane tropical rainforest zone (EN)"	"20200506121516"	"Savane africaine pyrophile disclimacique de la zone des Forêts tropicales submontagnardes (FR)"	"BS61-20191001-0825-13"	"aa-Active Valid"	"T4.2"	"T4.2 Pyric tussock savannas"	"BIO-T5.1.4"	"T5.1.4 Tropical-subtropical lowland and submontane arid pyric savannas and grasslands"	65	"Tropical submontane humid"	"Inland (non-coastal) upland"	"Mesic"	"Pyrophilic disclimax herb-savannah on mesic landform"		""
"20200506122232"	"Medium-altitude savanna (EN)"	"Savane de moyenne altitude (FR)"	"Golder (2013)"	"16"	""	2012-12-31	"Golder-20130101-1329-16"	"Golder"	"Medium-altitude savanna (EN)"	"Savane de moyenne altitude (FR)"	"Medium-altitude savanna (EN)"	"20200506121516"	"Savane africaine pyrophile disclimacique de la zone des Forêts tropicales submontagnardes (FR)"	"BS61-20191001-0825-13"	"bb-Heterotypic names"	"T4.2"	"T4.2 Pyric tussock savannas"	"BIO-T5.1.4"	"T5.1.4 Tropical-subtropical lowland and submontane arid pyric savannas and grasslands"	65	"Tropical submontane humid"	"Inland (non-coastal) upland"	"Mesic"	"Pyrophilic disclimax herb-savannah on mesic landform"		""
"20200506122548"	"Nimba medium altitude savanna (EN)"	""	"Astron (2019)"	"16"	""	2018-12-31	"Astron-20190101-0331-16"	"Astron"	"Nimba medium altitude savanna (EN)"	""	"Nimba medium altitude savanna (EN)"	"20200506121516"	"Savane africaine pyrophile disclimacique de la zone des Forêts tropicales submontagnardes (FR)"	"BS61-20191001-0825-13"	"bb-Heterotypic names"	"T4.2"	"T4.2 Pyric tussock savannas"	"BIO-T5.1.4"	"T5.1.4 Tropical-subtropical lowland and submontane arid pyric savannas and grasslands"	65	"Tropical submontane humid"	"Inland (non-coastal) upland"	"Mesic"	"Pyrophilic disclimax herb-savannah on mesic landform"		""
"20200506122743"	"Prairie altimontaine/ prairie sub-montagnarde (FR)"	""	"Aussel (2018)"	"3213"	"https://dumas.ccsd.cnrs.fr/dumas-01950965"	2018-12-10	"Aussel-20181211-0415-3213"	"Aussel, Alexia"	""	"Prairie altimontaine/ prairie sub-montagnarde (FR)"	"Prairie altimontaine/ prairie sub-montagnarde (FR)"	"20200506121516"	"Savane africaine pyrophile disclimacique de la zone des Forêts tropicales submontagnardes (FR)"	"BS61-20191001-0825-13"	"bb-Heterotypic names"	"T4.2"	"T4.2 Pyric tussock savannas"	"BIO-T5.1.4"	"T5.1.4 Tropical-subtropical lowland and submontane arid pyric savannas and grasslands"	65	"Tropical submontane humid"	"Inland (non-coastal) upland"	"Mesic"	"Pyrophilic disclimax herb-savannah on mesic landform"		""
"20200506122932"	"Savane arbustive sur sol mince de montagne (FR)"	""	"Aussel (2018)"	"33221"	"https://dumas.ccsd.cnrs.fr/dumas-01950965"	2018-12-10	"Aussel-20181211-0042-33221"	"Aussel, Alexia"	""	"Savane arbustive sur sol mince de montagne (FR)"	"Savane arbustive sur sol mince de montagne (FR)"	"20200506121516"	"Savane africaine pyrophile disclimacique de la zone des Forêts tropicales submontagnardes (FR)"	"BS61-20191001-0825-13"	"bb-Heterotypic names"	"T4.2"	"T4.2 Pyric tussock savannas"	"BIO-T5.1.4"	"T5.1.4 Tropical-subtropical lowland and submontane arid pyric savannas and grasslands"	65	"Tropical submontane humid"	"Inland (non-coastal) upland"	"Mesic"	"Pyrophilic disclimax herb-savannah on mesic landform"		""
"20200506121748"	"Savane submontagnarde (FR)"	""	"Poilecot & Loua (2009)"	"55"	"https://doi.org/10.19182/bft2009.301.a20406"	2008-12-31	"Poilecot-20090101-1807-55"	"Poilecot, Pierre"	""	"Savane submontagnarde (FR)"	"Savane submontagnarde (FR)"	"20200506121516"	"Savane africaine pyrophile disclimacique de la zone des Forêts tropicales submontagnardes (FR)"	"BS61-20191001-0825-13"	"bb-Heterotypic names"	"T4.2"	"T4.2 Pyric tussock savannas"	"BIO-T5.1.4"	"T5.1.4 Tropical-subtropical lowland and submontane arid pyric savannas and grasslands"	65	"Tropical submontane humid"	"Inland (non-coastal) upland"	"Mesic"	"Pyrophilic disclimax herb-savannah on mesic landform"		""
"20230109175101"	"Seychelles aerobic caves of the tropical lowland perhumid life zone (EN)"	"Grotte aérobique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	""	"xx69"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles aerobic caves of the tropical lowland perhumid life zone (EN)"	"Grotte aérobique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	"Seychelles aerobic caves of the tropical lowland perhumid life zone (EN)"	"20230109175101"	"Seychelles aerobic caves of the tropical lowland perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"S1.1"	"S1.1 Aerobic caves"	"BIO-S.1.1.1"	"S.1.1.1 Aerobic caves"	336	"Tropical lowland perhumid"	"Inland (non-coastal) upland"	"Cave"	"Granitic cave"	63	""
"20230109171641"	"Seychelles backshore coastal plateau mesic forest on alluvial soil of the tropical lowland perhumid life zone (EN)"	"Forêt côtière sur plateau alluvial de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	""	"xx57"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles backshore coastal plateau mesic forest on alluvial soil of the tropical lowland perhumid life zone (EN)"	"Forêt côtière sur plateau alluvial de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	"Seychelles backshore coastal plateau mesic forest on alluvial soil of the tropical lowland perhumid life zone (EN)"	"20230109171641"	"Seychelles backshore coastal plateau mesic forest on alluvial soil of the tropical lowland perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"T1.1"	"T1.1 Tropical-subtropical lowland rainforests"	"BIO-MT1.1.1"	"MT1.1.1 Tropical-subtropical coastal upland superhumid, perhumid and humid rain forests and woodlands"	294	"Tropical lowland perhumid"	"Coastal backshore upland"	"Backshore coastal plateau"	"Backshore coastal plateau mesic forest on alluvial soil"	30	""
"20230109171922"	"Seychelles backshore coastal plateau mesic forest on phosphatic soil of the tropical lowland perhumid life zone (EN)"	"Forêt côtière sur plateau à sol phosphatique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	""	"xx58"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles backshore coastal plateau mesic forest on phosphatic soil of the tropical lowland perhumid life zone (EN)"	"Forêt côtière sur plateau à sol phosphatique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	"Seychelles backshore coastal plateau mesic forest on phosphatic soil of the tropical lowland perhumid life zone (EN)"	"20230109171922"	"Seychelles backshore coastal plateau mesic forest on phosphatic soil of the tropical lowland perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"T1.1"	"T1.1 Tropical-subtropical lowland rainforests"	"BIO-MT1.1.1"	"MT1.1.1 Tropical-subtropical coastal upland superhumid, perhumid and humid rain forests and woodlands"	294	"Tropical lowland perhumid"	"Coastal backshore upland"	"Backshore coastal plateau"	"Backshore coastal plateau mesic forest on phosphatic soil"	31	""
"20230109151756"	"Seychelles cities, villages and infrastructures of the tropical lowland and submontane life zones (EN)"	"Villes, vilages et infrastructures de la zone perhumide tropicale de basse altitude et submontagnarde des Seychelles (FR)"	""	"xx26"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles cities, villages and infrastructures of the tropical lowland and submontane life zones (EN)"	"Villes, vilages et infrastructures de la zone perhumide tropicale de basse altitude et submontagnarde des Seychelles (FR)"	"Seychelles cities, villages and infrastructures of the tropical lowland and submontane life zones (EN)"	"20230109151756"	"Seychelles cities, villages and infrastructures of the tropical lowland and submontane life zones (EN)"	""	"ab-Active Nomen nudum"	"T7.4"	"T7.4 Cities, villages and infrastructures"	"BIO-T8.4.1"	"T8.4.1 Tropical-subtropical lowland and submontane cities, villages and infrastructures"	102	"Tropical lowland perhumid"					""
"20230109153956"	"Seychelles cities, villages and infrastructures of the tropical montane perhumid life zone (EN)"	"Villes, vilages et infrastructures de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"	""	"xx30"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles cities, villages and infrastructures of the tropical montane perhumid life zone (EN)"	"Villes, vilages et infrastructures de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"	"Seychelles cities, villages and infrastructures of the tropical montane perhumid life zone (EN)"	"20230109153956"	"Seychelles cities, villages and infrastructures of the tropical montane perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"T7.4"	"T7.4 Cities, villages and infrastructures"	"BIO-T9.5.1"	"T9.5.1 Temperate and boreal cities, villages and infrastructures"	115	"Tropical lower montane perhumid"					""
"20230109153757"	"Seychelles cliff of the tropical lower montane perhumid life zone (EN)"	"Falaise de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"	""	"xx29"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles cliff of the tropical lower montane perhumid life zone (EN)"	"Falaise de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"	"Seychelles cliff of the tropical lower montane perhumid life zone (EN)"	"20230109153757"	"Seychelles cliff of the tropical lower montane perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"T3.4"	"T3.4 Rocky pavements, screes and lava flows"	"BIO-T9.2.2"	"T9.2.2 Tropical-subtropical montane cliffs"	105	"Tropical lower montane perhumid"	"Inland (non-coastal) upland"	"Cliff"	"Granitic cliff"	111	""
"20230109150738"	"Seychelles cliff of the tropical lowland perhumid life zone (EN)"	"Falaise de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	""	"xx23"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles cliff of the tropical lowland perhumid life zone (EN)"	"Falaise de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	"Seychelles cliff of the tropical lowland perhumid life zone (EN)"	"20230109150738"	"Seychelles cliff of the tropical lowland perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"T3.4"	"T3.4 Rocky pavements, screes and lava flows"	"BIO-T8.3.2"	"T8.3.2 Tropical-subtropical lowland and submontane cliffs"	97	"Tropical lowland perhumid"	"Inland (non-coastal) upland"	"Cliff"	"Granitic cliff"	111	"DD(-CR)"
"20230109151030"	"Seychelles cliff of the tropical submontane perhumid life zone (EN)"	"Falaise de la zone perhumide tropicale submontagnarde des Seychelles (FR)"	""	"xx24"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles cliff of the tropical submontane perhumid life zone (EN)"	"Falaise de la zone perhumide tropicale submontagnarde des Seychelles (FR)"	"Seychelles cliff of the tropical submontane perhumid life zone (EN)"	"20230109151030"	"Seychelles cliff of the tropical submontane perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"T3.4"	"T3.4 Rocky pavements, screes and lava flows"	"BIO-T8.3.2"	"T8.3.2 Tropical-subtropical lowland and submontane cliffs"	97	"Tropical submontane perhumid"	"Inland (non-coastal) upland"	"Cliff"	"Granitic cliff"	111	"DD(-CR)"
"20230109170934"	"Seychelles coastal backshore beach forest of the tropical lowland perhumid life zone (EN)"	"Forêt côtière d'arrière-plage de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	""	"xx55"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles coastal backshore beach forest of the tropical lowland perhumid life zone (EN)"	"Forêt côtière d'arrière-plage de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	"Seychelles coastal backshore beach forest of the tropical lowland perhumid life zone (EN)"	"20230109170934"	"Seychelles coastal backshore beach forest of the tropical lowland perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"T1.1"	"T1.1 Tropical-subtropical lowland rainforests"	"BIO-MT1.1.1"	"MT1.1.1 Tropical-subtropical coastal upland superhumid, perhumid and humid rain forests and woodlands"	294	"Tropical lowland perhumid"	"Coastal backshore upland"	"Backshore coastal forest fringe on sandy beach"	"Backshore coastal forest fringe on sandy beach"	35	""
"20230109171313"	"Seychelles coastal forest on granitic slopes of the tropical lowland perhumid life zone (EN)"	"Forêt côtière sur pente granitique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	""	"xx56"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles coastal forest on granitic slopes of the tropical lowland perhumid life zone (EN)"	"Forêt côtière sur pente granitique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	"Seychelles coastal forest on granitic slopes of the tropical lowland perhumid life zone (EN)"	"20230109171313"	"Seychelles coastal forest on granitic slopes of the tropical lowland perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"T1.1"	"T1.1 Tropical-subtropical lowland rainforests"	"BIO-MT1.1.1"	"MT1.1.1 Tropical-subtropical coastal upland superhumid, perhumid and humid rain forests and woodlands"	294	"Tropical lowland perhumid"	"Coastal backshore upland"	"Backshore coastal forest fringe on slopes"	"Backshore coastal forest fringe on slopes"	41	""
"20230109142828"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lower montane perhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"	""	"xx14"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lower montane perhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lower montane perhumid life zone (EN)"	"20230109142828"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lower montane perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T2.1.4"	"T2.1.4 Tropical-subtropical lower montane humid edaphic heath forests and woodlands"	15	"Tropical lower montane perhumid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on granitic outcrop"	86	"CR"
"20230109142532"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lower montane superhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone superhumide tropicale montagnarde inférieure des Seychelles (FR)"	""	"xx13"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lower montane superhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone superhumide tropicale montagnarde inférieure des Seychelles (FR)"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lower montane superhumid life zone (EN)"	"20230109142532"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lower montane superhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T2.1.4"	"T2.1.4 Tropical-subtropical lower montane humid edaphic heath forests and woodlands"	15	"Tropical lower montane superhumid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on granitic outcrop"	86	""
"20230109135134"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lowland perhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	""	"xx07"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lowland perhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lowland perhumid life zone (EN)"	"20230109135134"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lowland perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.5"	"T1.1.5 Tropical-subtropical lowland humid edaphic low forests, heath forests and woodlands"	5	"Tropical lowland perhumid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on granitic outcrop"	86	"EN"
"20230109135843"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical submontane perhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale submontagnarde des Seychelles (FR)"	""	"xx08"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical submontane perhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale submontagnarde des Seychelles (FR)"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical submontane perhumid life zone (EN)"	"20230109135843"	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical submontane perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.6"	"T1.1.6 Tropical-subtropical submontane humid edaphic low forests, heath forests and woodlands"	6	"Tropical submontane perhumid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on granitic outcrop"	86	"CR(-EN)"
"20230109160019"	"Seychelles freshwater marsh of the tropical lower montane perhumid life zone (EN)"	"Végétation ouverte marécageuse de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"	""	"xx36"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles freshwater marsh of the tropical lower montane perhumid life zone (EN)"	"Végétation ouverte marécageuse de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"	"Seychelles freshwater marsh of the tropical lower montane perhumid life zone (EN)"	"20230109160019"	"Seychelles freshwater marsh of the tropical lower montane perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"TF1.3"	"TF1.3 Permanent marshes"	"BIO-TF4.1.2"	"TF4.1.2 Tropical-subtropical montane permanent marshes"	162	"Tropical lower montane perhumid"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"Inland marsh"	"Freshwater marsh"	72	""
"20230109155422"	"Seychelles freshwater marsh of the tropical submontane perhumid life zone (EN)"	"Végétation ouverte marécageuse de la zone perhumide tropicale submontagnarde des Seychelles (FR)"	""	"xx35"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles freshwater marsh of the tropical submontane perhumid life zone (EN)"	"Végétation ouverte marécageuse de la zone perhumide tropicale submontagnarde des Seychelles (FR)"	"Seychelles freshwater marsh of the tropical submontane perhumid life zone (EN)"	"20230109155422"	"Seychelles freshwater marsh of the tropical submontane perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"TF1.3"	"TF1.3 Permanent marshes"	"BIO-TF3.1.5"	"TF3.1.5 Tropical-subtropical submontane open wetlands"	159	"Tropical submontane perhumid"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"Inland marsh"	"Freshwater marsh"	72	""
"20230109172454"	"Seychelles frontshore coastal open vegetation fringe on beach crest of the tropical lowland perhumid life zone (EN)"	"Végétation ouverte côtière du cordon littoral sur sable de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	""	"xx60"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles frontshore coastal open vegetation fringe on beach crest of the tropical lowland perhumid life zone (EN)"	"Végétation ouverte côtière du cordon littoral sur sable de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	"Seychelles frontshore coastal open vegetation fringe on beach crest of the tropical lowland perhumid life zone (EN)"	"20230109172454"	"Seychelles frontshore coastal open vegetation fringe on beach crest of the tropical lowland perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"MT2.1"	"MT2.1 Coastal shrublands and grasslands"	"BIO-MT3.1.3"	"MT3.1.3 Tropical-subtropical arid dynamic coastal upland shrublands and grasslands"	303	"Tropical lowland perhumid"	"Coastal frontshore upland"	"Sandy beach open vegetation fringe"	"Sandy beach open vegetation fringe"	33	""
"20230109172141"	"Seychelles frontshore coastal open vegetation fringe on granitic slopes of the tropical lowland perhumid life zone (EN)"	"Végétation ouverte côtière du cordon littoral sur pente granitique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	""	"xx59"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles frontshore coastal open vegetation fringe on granitic slopes of the tropical lowland perhumid life zone (EN)"	"Végétation ouverte côtière du cordon littoral sur pente granitique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	"Seychelles frontshore coastal open vegetation fringe on granitic slopes of the tropical lowland perhumid life zone (EN)"	"20230109172141"	"Seychelles frontshore coastal open vegetation fringe on granitic slopes of the tropical lowland perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"MT2.1"	"MT2.1 Coastal shrublands and grasslands"	"BIO-MT3.1.2"	"MT3.1.2 Tropical-subtropical arid edaphic coastal upland shrublands and grasslands"	302	"Tropical lowland perhumid"	"Coastal frontshore upland"	"Coastal frontshore saxicolous open vegetation on slopes"	"Coastal frontshore saxicolous shrubby fringe on slopes"	40	""
"20230109172853"	"Seychelles frontshore coastal open vegetation on exposed plateau of the tropical lowland perhumid life zone (EN)"	"Végétation ouverte côtière sur plateau exposé, sur sable, de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	""	"xx61"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles frontshore coastal open vegetation on exposed plateau of the tropical lowland perhumid life zone (EN)"	"Végétation ouverte côtière sur plateau exposé, sur sable, de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	"Seychelles frontshore coastal open vegetation on exposed plateau of the tropical lowland perhumid life zone (EN)"	"20230109172853"	"Seychelles frontshore coastal open vegetation on exposed plateau of the tropical lowland perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"MT2.1"	"MT2.1 Coastal shrublands and grasslands"	"BIO-MT3.1.3"	"MT3.1.3 Tropical-subtropical arid dynamic coastal upland shrublands and grasslands"	303	"Tropical lowland perhumid"	"Coastal frontshore upland"	"Exposed sandy beach with open hyperhaline vegetation"	"Exposed sandy beach with hyperhaline sparse shrubland"	34	""
"20230109173130"	"Seychelles frontshore coastal rock of the tropical lowland perhumid life zone (EN)"	"Côte rocheuse de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	""	"xx62"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles frontshore coastal rock of the tropical lowland perhumid life zone (EN)"	"Côte rocheuse de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	"Seychelles frontshore coastal rock of the tropical lowland perhumid life zone (EN)"	"20230109173130"	"Seychelles frontshore coastal rock of the tropical lowland perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"MT1.1"	"MT1.1 Rocky shores"	"BIO-MT6.1.2"	"MT6.1.2 Tropical-subtropical coastal upland rock boulders, rock pavements and rocky shores"	315	"Tropical lowland perhumid"	"Coastal frontshore upland"	"Rocky shore on slopes"	"Rocky shore on slopes"	39	""
"20230109173629"	"Seychelles frontshore coastal sandy beach of the tropical lowland perhumid life zone (EN)"	"Côte sableuse de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	""	"xx63"	""	2023-01-08	""	"Senterre, Bruno"	"Seychelles frontshore coastal sandy beach of the tropical lowland perhumid life zone (EN)"	"Côte sableuse de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	"Seychelles frontshore coastal sandy beach of the tropical lowland perhumid life zone (EN)"	"20230109173629"	"Seychelles frontshore coastal sandy beach of the tropical lowland perhumid life zone (EN)"	""	"ab-Active Nomen nudum"	"MT1.3"	"MT1.3 Sandy shores"	"BIO-MT6.1.4"	"MT6.1.4 Tropical-subtropical sandy shores"	317	"Tropical lowland perhumid"	"Coastal frontshore upland"	"Sandy beach (frontshore, supratidal)"	"Sandy beach (frontshore, supratidal)"	32	""
